"a_number","b_number","duration","calleeCarrier","weight","startTime","callDay","startDate"
"089-1000000","089-1000058","276","unknown","756.0","164830.0","Friday","20150929"
"089-1000000","089-1000050","181","unknown","181.0","155451.0","Tuesday","20150926"
"089-1000000","089-1000047","543","unknown","543.0","72244.0","Thursday","20150921"
"089-1000000","089-1000092","254","unknown","254.0","222356.0","Tuesday","20150919"
"089-1000000","089-1000021","274","unknown","274.0","23544.0","Tuesday","20150905"
"089-1000000","089-1000044","370","unknown","370.0","223338.0","Wednesday","20150927"
"089-1000000","089-1000002","250","AIS","250.0","145140.0","Wednesday","20150906"
"089-1000000","089-1000026","181","unknown","181.0","105534.0","Thursday","20150921"
"089-1000000","089-1000094","420","unknown","420.0","21717.0","Saturday","20150902"
"089-1000000","089-1000056","219","unknown","219.0","135411.0","Friday","20150908"
"089-1000000","089-1000016","443","AIS","443.0","225049.0","Friday","20150929"
"089-1000000","089-1000060","163","unknown","163.0","12521.0","Saturday","20150916"
"089-1000000","089-1000012","250","AIS","2170.0","182927.0","Friday","20150929"
"089-1000000","089-1000039","154","unknown","154.0","172645.0","Monday","20150918"
"089-1000000","089-1000012","436","AIS","436.0","64325.0","Wednesday","20150927"
"089-1000000","089-1000084","386","unknown","386.0","14844.0","Tuesday","20150919"
"089-1000000","089-1000057","579","unknown","579.0","1724.0","Thursday","20150928"
"089-1000000","089-1000010","28","AIS","28.0","45819.0","Tuesday","20150905"
"089-1000000","089-1000048","323","unknown","323.0","54636.0","Friday","20150929"
"089-1000000","089-1000020","126","AIS","126.0","73517.0","Saturday","20150916"
"089-1000000","089-1000071","524","unknown","524.0","132740.0","Wednesday","20150927"
"089-1000000","089-1000037","553","unknown","553.0","94530.0","Saturday","20150916"
"089-1000000","089-1000069","475","unknown","1195.0","194416.0","Friday","20150922"
"089-1000000","089-1000058","109","unknown","109.0","225840.0","Thursday","20150914"
"089-1000000","089-1000069","169","unknown","169.0","33255.0","Thursday","20150907"
"089-1000000","089-1000007","125","AIS","125.0","224159.0","Friday","20150908"
"089-1000000","089-1000028","486","unknown","486.0","31612.0","Friday","20150901"
"089-1000000","089-1000089","74","unknown","74.0","222732.0","Tuesday","20150912"
"089-1000004","089-1000000","399","AIS","2559.0","62629.0","Thursday","20150928"
"089-1000004","089-1000056","517","unknown","517.0","141857.0","Tuesday","20150926"
"089-1000004","089-1000078","74","unknown","1754.0","3216.0","Wednesday","20150920"
"089-1000004","089-1000068","234","unknown","234.0","152631.0","Monday","20150911"
"089-1000004","089-1000022","65","unknown","1505.0","225427.0","Tuesday","20150912"
"089-1000004","089-1000027","505","unknown","505.0","82720.0","Saturday","20150930"
"089-1000004","089-1000022","345","unknown","345.0","231241.0","Thursday","20150928"
"089-1000004","089-1000099","162","unknown","162.0","135041.0","Monday","20150918"
"089-1000004","089-1000069","419","unknown","1859.0","225430.0","Saturday","20150916"
"089-1000004","089-1000037","23","unknown","1463.0","25215.0","Monday","20150904"
"089-1000004","089-1000045","67","unknown","3667.0","154515.0","Friday","20150901"
"089-1000004","089-1000088","284","unknown","284.0","205745.0","Monday","20150918"
"089-1000004","089-1000047","233","unknown","233.0","124418.0","Thursday","20150907"
"089-1000004","089-1000018","174","AIS","174.0","235133.0","Tuesday","20150905"
"089-1000004","089-1000041","570","unknown","570.0","21427.0","Monday","20150918"
"089-1000004","089-1000013","223","AIS","223.0","13457.0","Saturday","20150923"
"089-1000004","089-1000045","326","unknown","326.0","192654.0","Tuesday","20150926"
"089-1000004","089-1000094","35","unknown","35.0","3742.0","Thursday","20150914"
"089-1000004","089-1000030","562","unknown","562.0","192546.0","Friday","20150908"
"089-1000004","089-1000089","475","unknown","475.0","171527.0","Friday","20150922"
"089-1000004","089-1000037","314","unknown","314.0","2724.0","Friday","20150922"
"089-1000004","089-1000053","464","unknown","464.0","221759.0","Thursday","20150914"
"089-1000004","089-1000011","517","AIS","517.0","61155.0","Tuesday","20150905"
"089-1000004","089-1000020","388","AIS","388.0","134634.0","Wednesday","20150920"
"089-1000004","089-1000090","268","unknown","268.0","161539.0","Wednesday","20150920"
"089-1000004","089-1000023","565","unknown","565.0","234434.0","Tuesday","20150905"
"089-1000004","089-1000045","509","unknown","509.0","33113.0","Friday","20150901"
"089-1000004","089-1000070","35","unknown","35.0","164338.0","Thursday","20150921"
"089-1000004","089-1000016","144","AIS","144.0","185944.0","Friday","20150908"
"089-1000004","089-1000003","78","AIS","78.0","172417.0","Wednesday","20150920"
"089-1000004","089-1000069","305","unknown","305.0","232839.0","Thursday","20150928"
"089-1000004","089-1000049","512","unknown","512.0","222238.0","Tuesday","20150905"
"089-1000004","089-1000061","526","unknown","526.0","132639.0","Friday","20150908"
"089-1000004","089-1000052","166","unknown","406.0","185658.0","Wednesday","20150906"
"089-1000004","089-1000052","41","unknown","41.0","4031.0","Thursday","20150921"
"089-1000004","089-1000032","448","unknown","448.0","85147.0","Saturday","20150902"
"089-1000004","089-1000078","365","unknown","365.0","123039.0","Monday","20150918"
"089-1000004","089-1000000","502","AIS","502.0","181611.0","Wednesday","20150913"
"089-1000004","089-1000028","73","unknown","73.0","62647.0","Saturday","20150916"
"089-1000004","089-1000054","311","unknown","311.0","83611.0","Wednesday","20150927"
"089-1000009","089-1000035","373","unknown","373.0","84043.0","Wednesday","20150927"
"089-1000009","089-1000025","540","unknown","1740.0","43442.0","Monday","20150911"
"089-1000009","089-1000089","240","unknown","1920.0","165639.0","Tuesday","20150919"
"089-1000009","089-1000077","134","unknown","134.0","3240.0","Monday","20150918"
"089-1000009","089-1000044","581","unknown","581.0","92522.0","Friday","20150929"
"089-1000009","089-1000042","493","unknown","733.0","204031.0","Friday","20150901"
"089-1000009","089-1000047","301","unknown","301.0","211918.0","Tuesday","20150912"
"089-1000009","089-1000056","34","unknown","34.0","64654.0","Saturday","20150923"
"089-1000009","089-1000036","584","unknown","584.0","61138.0","Friday","20150901"
"089-1000009","089-1000034","399","unknown","399.0","161659.0","Tuesday","20150912"
"089-1000009","089-1000005","339","AIS","339.0","184759.0","Saturday","20150916"
"089-1000009","089-1000048","389","unknown","629.0","232818.0","Thursday","20150914"
"089-1000009","089-1000051","170","unknown","410.0","1156.0","Tuesday","20150926"
"089-1000009","089-1000015","507","AIS","507.0","153518.0","Thursday","20150907"
"089-1000009","089-1000086","129","unknown","129.0","55445.0","Saturday","20150909"
"089-1000009","089-1000066","282","unknown","1482.0","221041.0","Tuesday","20150919"
"089-1000009","089-1000012","169","AIS","169.0","212431.0","Thursday","20150921"
"089-1000009","089-1000089","371","unknown","371.0","45548.0","Saturday","20150923"
"089-1000009","089-1000090","48","unknown","48.0","155540.0","Monday","20150918"
"089-1000009","089-1000091","528","unknown","1728.0","162511.0","Friday","20150908"
"089-1000009","089-1000063","512","unknown","512.0","204755.0","Tuesday","20150926"
"089-1000009","089-1000093","317","unknown","317.0","145336.0","Monday","20150911"
"089-1000009","089-1000074","382","unknown","382.0","11154.0","Wednesday","20150920"
"089-1000009","089-1000030","45","unknown","1965.0","222157.0","Monday","20150925"
"089-1000009","089-1000030","472","unknown","472.0","105026.0","Friday","20150929"
"089-1000009","089-1000091","293","unknown","293.0","53017.0","Wednesday","20150920"
"089-1000009","089-1000066","259","unknown","259.0","184544.0","Monday","20150918"
"089-1000009","089-1000006","482","AIS","482.0","222658.0","Saturday","20150923"
"089-1000009","089-1000048","59","unknown","59.0","202142.0","Tuesday","20150919"
"089-1000009","089-1000042","20","unknown","20.0","4952.0","Friday","20150929"
"089-1000009","089-1000085","291","unknown","291.0","215024.0","Wednesday","20150913"
"089-1000009","089-1000025","297","unknown","297.0","2933.0","Saturday","20150902"
"089-1000009","089-1000024","324","unknown","324.0","34945.0","Wednesday","20150920"
"089-1000009","089-1000099","105","unknown","105.0","185427.0","Saturday","20150902"
"089-1000009","089-1000051","14","unknown","14.0","134932.0","Thursday","20150921"
"089-1000009","089-1000095","418","unknown","418.0","55557.0","Friday","20150901"
"089-1000009","089-1000098","99","unknown","99.0","92524.0","Monday","20150918"
"089-1000009","089-1000082","185","unknown","185.0","212440.0","Wednesday","20150920"
"089-1000009","089-1000002","139","AIS","139.0","204928.0","Saturday","20150916"
"089-1000009","089-1000046","598","unknown","598.0","41156.0","Saturday","20150923"
"089-1000009","089-1000072","544","unknown","544.0","3926.0","Thursday","20150921"
"089-1000009","089-1000019","324","AIS","324.0","144938.0","Thursday","20150914"
"089-1000009","089-1000009","165","AIS","345.0","84435.0","Wednesday","20150913"
